09:25:53,514 0,073814906;-0,006774665;0,99684197;0,9995941292128212;
09:25:53,514 0,07283932;-0,008483113;0,99830616;1,0009958553780984;
09:25:53,514 0,07479205;-0,009704544;0,9939121;0,9967694253533178;
09:25:53,514 0,0765005;-0,006041806;0,9821926;0,9851858039313306;
09:25:53,514 0,076256216;-0,00579752;0,98145974;0,9844347920499515;
09:25:53,515 0,07454777;-0,009215971;0,9922021;0,9950413548678964;
09:25:53,515 0,07064229;-0,010437403;1,0039216;1,0064581116792095;
09:25:53,515 0,076256216;-0,006286092;1,0031887;1,0061024196279065;
09:25:53,515 0,07332789;-0,0048219305;0,95924366;0,962054371161756;
09:25:53,515 0,07528062;-0,006041806;0,97023034;0,9731652639949163;
09:25:53,515 0,07528062;-0,0075075235;1,0014803;1,0043337613026893;
09:25:53,515 0,07235074;-0,00775181;1,0090485;1,0116686716536418;
09:25:53,515 0,07259503;-0,0075075235;1,0000145;1,002674163092412;
09:25:53,515 0,07283932;-0,006774665;0,9919578;0,994651558214997;
09:25:53,515 0,07601348;-0,0043333583;0,98121697;0,9841664411225304;
09:25:53,516 0,07528062;-0,0048219305;0,99098223;0,9938491663846829;
09:25:53,516 0,07503634;-0,009460257;1,0058744;1,0087136076988714;
09:25:53,516 0,06966515;-0,009215971;1,0036774;1,0061343511620084;
09:25:53,516 0,07259503;-0,008971686;0,98731947;0,9900253948172062;
09:25:53,516 0,07454777;-0,008238826;0,985611;0,9884605998868576;
09:25:53,516 0,07454777;-0,008483113;0,9939121;0,9967400043886693;
09:25:53,516 0,07576919;-0,008483113;0,99366784;0,996588550417341;
09:25:53,516 0,07479205;-0,00994883;0,99806184;1,0009096895535334;
09:25:53,516 0,07552491;-0,008483113;1,0009917;1,003872644477962;
09:25:53,516 0,07454777;-0,008971686;0,9961091;0,9989350728233;
09:25:53,516 0,07698907;-0,009215971;0,9914708;0,9944981679635796;
09:25:53,516 0,07674479;-0,010193116;0,99024934;0,9932710633078832;
09:25:53,516 0,07796621;-0,006774665;0,9944007;0,99747547731396;
09:25:53,517 0,0765005;-0,00775181;0,9944007;0,9973691068542839;
09:25:53,517 0,07772193;-0,010193116;0,9978176;1,0008918838039278;
09:25:53,517 0,07698907;-0,011901564;0,99415636;0,9972040010173083;
09:25:53,517 0,07796621;-0,007996096;0,9882966;0,9913994670903427;
09:25:53,520 0,07576919;-0,010924419;0,9865882;0,9895537254856649;
09:25:53,526 0,07210646;-0,0055532334;0,99244636;0,9950778642695858;
09:25:53,531 0,07039801;-0,006774665;0,9946434;0,9971545685411413;
09:25:53,536 0,07528062;-0,009215971;0,99513197;0,9980179097550472;
09:25:53,540 0,08431299;-0,006286092;0,997329;1,0009062356201788;
09:25:53,545 0,087975726;-0,006041806;0,9963534;1,0002481033585617;
09:25:53,552 0,08504585;-0,007263237;0,9961091;0,999759436520615;
09:25:53,556 0,0782105;-0,0070189512;0,9926907;0,9957916100724917;
09:25:53,561 0,07967466;-0,007996096;0,9934235;0,9966455165560292;
09:25:53,565 0,07772193;-0,010924419;0,9895165;0,9926242617979188;
09:25:53,570 0,07943038;-0,012390137;0,9958648;0,9991043073004452;
09:25:53,575 0,08016323;-0,009704544;0,99317926;0,9964564242867419;
09:25:53,580 0,07894181;-0,006041806;0,99098223;0,994139875550353;
09:25:53,585 0,0782105;-0,006041806;0,99049366;0,9935950260361122;
09:25:53,591 0,07601348;-0,009460257;0,9961091;0,9990500169725294;
09:25:53,595 0,07772193;-0,008727399;0,9953763;0,9984442112179235;
09:25:53,601 0,078454785;-0,012145851;0,9917151;0,994887665249196;
09:25:53,605 0,078699075;-0,008238826;0,9961091;0,9992471185374953;
09:25:53,610 0,07698907;-0,009704544;0,9922021;0,9952318838579278;
09:25:53,615 0,07723336;-0,010924419;0,9917151;0,9947779323302182;
09:25:53,620 0,07503634;-0,00579752;0,9939121;0,9967574059178008;
09:25:53,625 0,07723336;-0,0036004994;0,9922021;0,9952099937460782;
09:25:53,630 0,07576919;-0,0065303785;0,9917151;0,9946267788564171;
09:25:53,635 0,07405919;-0,004089072;0,9919578;0,9947269711586296;
09:25:53,640 0,07430348;-0,0045776446;0,9965977;0,999374283294707;
09:25:53,645 0,07528062;-0,005066217;0,99024934;0,9931196204700578;
09:25:53,650 0,07747764;-0,006774665;0,9868309;0,9898908572289492;
09:25:53,655 0,07528062;-0,0070189512;0,98927224;0,9921572522936881;
09:25:53,659 0,07576919;-0,009460257;0,99562055;0,998544318942909;
09:25:53,666 0,07723336;-0,009215971;0,9926907;0,9957332482313993;
09:25:53,670 0,07503634;-0,009215971;0,98902947;0,9919146365326782;
09:25:53,675 0,07552491;-0,008238826;0,98927224;0,9921851871493559;
09:25:53,679 0,07698907;-0,012634423;0,9948877;0,9979421183632814;
09:25:53,685 0,07796621;-0,009460257;0,99562055;0,9987134405899923;
09:25:53,689 0,07723336;-0,009215971;0,9907379;0,9937864620789034;
09:25:53,695 0,0816274;-0,009704544;0,99317926;0,9965752728021385;
09:25:53,699 0,07943038;-0,008971686;0,99684197;1,0000417819831204;
09:25:53,705 0,078699075;-0,009215971;0,99293494;0,9960914761386424;
09:25:53,710 0,07601348;-0,006286092;0,9919578;0,9948858379641682;
09:25:53,716 0,0765005;-0,0070189512;0,9948877;0,9978492376898136;
09:25:53,719 0,0782105;-0,008971686;1,0000145;1,003108379190667;
09:25:53,724 0,07479205;-0,006286092;0,99562055;0,9984456141086934;
09:25:53,729 0,07503634;-0,0048219305;0,99098223;0,9938306943651657;
09:25:53,734 0,073814906;-0,0070189512;0,9885409;0,9913178184274736;
09:25:53,739 0,07698907;-0,0075075235;0,99024934;0,9932660225863214;
09:25:53,744 0,07723336;-0,0065303785;0,99244636;0,9954684220713008;
09:25:53,749 0,08016323;-0,008238826;0,9965977;0,9998505003758346;
09:25:53,754 0,078699075;-0,009215971;0,9917151;0,99487550325617;
09:25:53,759 0,07723336;-0,0053105033;0,9897608;0,992783795290898;
09:25:53,764 0,076256216;-0,0065303785;0,9895165;0,9924719395262104;
09:25:53,769 0,076256216;-0,008971686;0,99562055;0,9985768801452435;
09:25:53,774 0,07967466;-0,009460257;0,9961091;0,9993352468670352;
09:25:53,779 0,07454777;-0,00994883;0,9953763;0,9982135730539065;
09:25:53,784 0,07918609;-0,00994883;0,99098223;0,994190716933532;
09:25:53,789 0,078699075;-0,0128787095;0,9907379;0,9939421509962124;
09:25:53,794 0,07601348;-0,0106801335;0,9948877;0,9978444888957512;
09:25:53,801 0,07894181;-0,011168705;0,9963534;0,9995381957900057;
09:25:53,804 0,08065181;-0,010193116;0,99684197;1,0001512651478675;
09:25:53,811 0,0782105;-0,008483113;0,9934235;0,9965335847254922;
09:25:53,814 0,08065181;-0,008727399;0,9900051;0,9933231792688358;
09:25:53,820 0,07918609;-0,006774665;0,9914708;0,9946510188884922;
09:25:53,824 0,07723336;-0,009460257;0,9944007;0,99744031058295;
09:25:53,829 0,07796621;-0,007996096;0,99513197;0,9982135730539065;
09:25:53,834 0,07747764;-0,008727399;0,99415636;0,9972090218330609;
09:25:53,839 0,07601348;-0,006041806;0,98780805;0,990746841398677;
09:25:53,844 0,07601348;-0,008238826;0,9914708;0,9944145259997704;
09:25:53,850 0,080896094;-0,008238826;0,9961091;0,9994225622982006;
09:25:53,854 0,0765005;-0,008727399;0,9939121;0,9968900601675453;
09:25:53,859 0,07747764;-0,00579752;0,9934235;0,9964570822692287;
09:25:53,863 0,07943038;-0,010193116;0,9922021;0,9954286037499496;
09:25:53,868 0,08211597;-0,010193116;0,99293494;0,9963767752879844;
09:25:53,873 0,080896094;-0,0106801335;0,9965977;0,9999326146786907;
09:25:53,878 0,0782105;-0,009704544;0,9944007;0,9975187991098898;
09:25:53,883 0,078454785;-0,010193116;0,9946434;0,9977847835754546;
09:25:53,889 0,07943038;-0,010924419;0,9917151;0,9949509291793048;
09:25:53,893 0,07894181;-0,011168705;0,99513197;0,9983206894052135;
09:25:53,898 0,07698907;-0,007263237;0,99513197;0,9981321234977358;
09:25:53,904 0,0782105;-0,008971686;0,99562055;0,998728032592655;
09:25:53,908 0,07991895;-0,008971686;0,99098223;0,9942400569691963;
09:25:53,913 0,078454785;-0,0055532334;0,9912265;0,9943419666665724;
09:25:53,918 0,076256216;-0,0055532334;0,9939121;0,9968485945310595;
09:25:53,923 0,07918609;-0,007263237;0,99366784;0,996844528593531;
09:25:53,928 0,078454785;-0,011168705;0,9912265;0,9943891712955588;
09:25:53,933 0,07943038;-0,0065303785;0,99415636;0,9973458293335526;
09:25:53,938 0,07698907;-0,006286092;0,9948877;0,9978819410351963;
09:25:53,943 0,07528062;-0,0055532334;0,9934235;0,9962872784674682;
09:25:53,948 0,08016323;-0,008483113;0,99244636;0,9957147513032948;
09:25:53,953 0,07772193;-0,008238826;0,98805237;0,9911387750825653;
09:25:53,958 0,0765005;-0,007996096;0,9958648;0,9988307972239351;
09:25:53,963 0,07894181;-0,007263237;0,9939121;0,9970686087747901;
09:25:53,969 0,07894181;-0,011168705;0,9939121;0,9971047151703697;
09:25:53,973 0,07943038;-0,010437403;0,9939121;0,9971355898838619;
09:25:53,978 0,07772193;-0,00994883;0,99098223;0,9940751809274014;
09:25:53,983 0,07943038;-0,0106801335;0,9961091;0,9993280895261837;
09:25:53,988 0,07918609;-0,011412992;0,99708474;1,0002892791045397;
09:25:53,993 0,07894181;-0,009215971;0,9948877;0,998057236589667;
09:25:53,998 0,078454785;-0,008971686;0,9934235;0,9965570606503115;
09:25:54,003 0,07796621;-0,0075075235;0,99513197;0,9982097813782232;
09:25:54,008 0,07894181;-0,009460257;0,9900051;0,9931925091565839;
09:25:54,013 0,07943038;-0,0075075235;0,9917151;0,994919267762583;
09:25:54,018 0,07772193;-0,009215971;0,99562055;0,9986921042513982;
09:25:54,023 0,07528062;-0,010924419;0,99293494;0,9958445218520451;
09:25:54,028 0,07918609;-0,008971686;0,9907379;0,9939378932646745;
09:25:54,033 0,0765005;-0,007263237;0,9885409;0,9915231598204179;
09:25:54,038 0,07796621;-0,008238826;0,99049366;0,993591606664528;
09:25:54,043 0,0782105;-0,007996096;0,98902947;0,9921492321414184;
09:25:54,048 0,078699075;-0,008971686;0,99293494;0,9960892621107539;
09:25:54,053 0,07796621;-0,010437403;0,9958648;0,9989666666287264;
09:25:54,058 0,07918609;-0,0070189512;0,997329;1,0004923323795483;
09:25:54,063 0,07967466;-0,011657278;0,99757326;1,0008178585125584;
09:25:54,068 0,08016323;-0,00994883;0,99317926;0,9964588169482477;
09:25:54,073 0,078454785;-0,009460257;0,9907379;0,9938844301958779;
09:25:54,078 0,07894181;-0,00994883;0,9882966;0,9914943346312809;
09:25:54,083 0,07894181;-0,009704544;0,9961091;0,9992794182488594;
09:25:54,087 0,0782105;-0,0070189512;0,9958648;0,99895589680353;
09:25:54,093 0,078699075;-0,010437403;0,9946434;0,9978065574653026;
09:25:54,098 0,07698907;-0,00994883;0,99098223;0,9940181274488098;
09:25:54,103 0,07772193;-0,010437403;0,99366784;0,9967574657163463;
